sale_id,date,store_id,product_id,quantity,unit_price,total_amount,payment_type
45,2025-03-18,4,7,5,1793.25,8966.25,Card
46,2025-05-13,5,4,5,258.2,1291.0,NFC
47,2025-12-19,3,5,3,1069.49,3208.47,Cash
48,2025-04-13,1,3,2,821.96,1643.92,Card
49,2025-05-01,2,5,3,1213.11,3639.33,NFC
50,2025-11-20,2,7,4,1726.55,6906.2,Cash
51,2025-11-10,2,10,5,800.75,4003.75,Cash
52,2025-01-18,2,6,5,1810.12,9050.6,Cash
53,2025-01-12,5,7,4,1900.81,7603.24,NFC
54,2025-11-15,4,7,3,1778.48,5335.44,NFC
55,2025-05-07,5,8,2,321.36,642.72,Card
56,2025-08-21,4,9,2,244.11,488.22,NFC
57,2025-12-09,3,9,1,244.07,244.07,Card
58,2025-12-28,5,3,2,918.25,1836.5,Cash
59,2025-04-15,4,4,3,279.05,837.15,NFC
60,2025-08-02,4,9,2,214.6,429.2,Card
61,2025-09-24,2,9,3,213.21,639.63,Card
62,2025-09-16,5,4,2,232.93,465.86,Card
63,2025-11-26,3,7,3,2020.45,6061.35,Card
64,2025-09-22,3,5,2,1138.97,2277.94,Cash
65,2025-09-01,4,4,4,255.58,1022.32,NFC
66,2025-06-05,5,7,4,1911.21,7644.84,Card
67,2025-05-22,1,2,5,951.47,4757.35,NFC
68,2025-01-03,3,2,2,1005.91,2011.82,Cash
69,2025-01-12,2,6,2,2048.34,4096.68,Card
70,2026-01-01,3,3,2,796.37,1592.74,Cash
71,2025-12-06,5,6,4,2207.52,8830.08,Card
72,2025-02-02,4,5,2,1347.72,2695.44,Cash
73,2025-09-06,2,9,5,210.34,1051.7,Cash
74,2025-06-01,3,7,4,1883.24,7532.96,Card
75,2025-11-30,3,10,5,802.45,4012.25,Card
76,2025-01-29,4,6,3,2259.02,6777.06,Cash
77,2025-12-14,3,9,5,243.47,1217.35,NFC
78,2025-05-05,1,10,4,621.16,2484.64,Card
79,2025-06-05,2,3,4,919.3,3677.2,Cash
80,2025-05-14,5,5,4,1321.94,5287.76,NFC
81,2025-08-11,4,1,5,1428.08,7140.4,Card
82,2025-06-11,3,7,1,1883.14,1883.14,Card
83,2025-08-01,4,8,5,310.81,1554.05,Cash
84,2025-08-28,3,9,1,213.44,213.44,NFC
85,2025-08-11,3,5,1,1210.97,1210.97,Card
86,2025-11-11,4,7,2,1915.55,3831.1,Cash
87,2025-05-19,5,1,4,1376.0,5504.0,Cash
88,2025-05-03,3,9,5,228.29,1141.45,Cash
89,2025-02-07,5,9,4,246.52,986.08,Cash
90,2025-05-15,1,8,4,304.61,1218.44,NFC
91,2025-06-01,1,5,3,1174.8,3524.4,NFC
92,2025-10-02,1,2,4,876.64,3506.56,NFC
93,2025-06-03,4,1,4,1455.49,5821.96,NFC
94,2025-10-29,1,1,1,1747.58,1747.58,Card
95,2025-01-21,2,8,4,274.35,1097.4,Card
96,2025-03-30,2,3,1,994.4,994.4,Cash
97,2025-10-09,1,10,4,762.32,3049.28,NFC
98,2025-02-03,3,8,4,278.76,1115.04,Card
99,2025-02-22,3,5,2,1153.53,2307.06,NFC
100,2025-07-06,3,2,5,980.44,4902.2,NFC
101,2025-01-25,2,9,1,232.4,232.4,NFC
102,2025-02-12,5,9,4,202.66,810.64,Cash
103,2025-11-02,4,9,1,227.96,227.96,Cash
104,2025-05-06,1,4,3,280.01,840.03,NFC
105,2025-10-07,1,6,4,2001.55,8006.2,NFC
106,2025-12-08,1,6,1,1777.75,1777.75,Card
107,2025-07-29,1,2,1,933.01,933.01,Cash
108,2025-10-02,2,3,4,965.54,3862.16,Card
109,2025-12-29,1,5,2,1359.88,2719.76,Card
110,2025-02-14,5,9,1,235.19,235.19,Cash
111,2025-03-28,2,9,5,244.9,1224.5,NFC
112,2025-12-21,4,2,3,910.48,2731.44,Cash
113,2025-09-05,5,7,1,1731.29,1731.29,NFC
114,2025-12-20,4,8,5,313.13,1565.65,Card
115,2025-04-20,3,7,5,2013.73,10068.65,Card
116,2025-05-13,3,5,3,1087.02,3261.06,Card
117,2025-08-14,5,2,2,1011.0,2022.0,NFC
118,2025-05-05,3,2,3,1085.19,3255.57,NFC
119,2025-11-06,2,2,3,896.6,2689.8,Cash
120,2025-04-20,1,2,5,977.12,4885.6,Cash
121,2025-11-26,5,9,2,212.22,424.44,Card
122,2025-11-16,2,10,2,757.76,1515.52,Card
123,2025-04-05,5,6,2,2018.9,4037.8,NFC
124,2025-10-04,2,5,3,1266.47,3799.41,NFC
125,2025-02-18,2,9,2,255.9,511.8,Card
126,2025-02-22,5,2,4,1091.97,4367.88,Cash
127,2025-10-06,4,8,4,302.61,1210.44,Card
128,2025-04-24,5,3,1,892.97,892.97,Cash
129,2025-05-03,1,1,2,1789.32,3578.64,Card
130,2025-04-22,1,8,3,347.99,1043.97,Card
131,2025-08-20,3,10,2,782.76,1565.52,Card
132,2025-02-20,2,10,3,751.6,2254.8,NFC
133,2025-08-16,3,4,3,271.92,815.76,Card
134,2025-02-09,2,1,4,1590.73,6362.92,Card
135,2025-12-26,5,7,2,1742.33,3484.66,Card
136,2025-08-02,4,8,5,336.96,1684.8,Card
137,2025-06-01,5,5,5,1367.15,6835.75,Cash
138,2025-12-17,4,8,5,323.6,1618.0,NFC
139,2025-07-11,2,6,2,2306.49,4612.98,NFC
140,2025-06-03,1,2,2,893.1,1786.2,NFC
141,2025-02-22,4,3,4,832.82,3331.28,NFC
142,2025-12-21,2,6,5,1950.06,9750.3,Card
143,2025-01-31,1,8,2,343.16,686.32,NFC
144,2025-06-15,2,6,1,2238.34,2238.34,Cash
145,2025-02-17,5,10,1,818.44,818.44,NFC
146,2025-02-10,4,1,1,1785.23,1785.23,Card
147,2025-12-21,1,2,4,1052.12,4208.48,Card
148,2025-07-19,5,1,4,1386.76,5547.04,NFC
149,2025-04-28,4,4,1,253.18,253.18,Cash
150,2025-12-31,5,2,3,1129.9,3389.7,Cash
151,2025-02-01,2,2,5,1092.86,5464.3,Cash
152,2025-09-12,1,10,3,718.5,2155.5,NFC
153,2025-09-01,5,6,5,1833.73,9168.65,NFC
154,2025-02-18,4,6,5,1809.51,9047.55,Cash
155,2025-10-11,1,7,3,2118.13,6354.39,NFC
156,2025-11-20,3,7,2,2079.49,4158.98,NFC
157,2025-06-25,5,8,2,295.77,591.54,NFC
158,2025-07-06,2,7,4,2155.83,8623.32,Card
159,2025-04-17,1,7,2,1851.14,3702.28,Card
160,2025-08-13,5,3,4,1032.93,4131.72,Card
161,2025-06-07,2,4,1,241.54,241.54,Cash
162,2025-01-10,1,7,5,1867.84,9339.2,Card
163,2025-08-17,1,1,5,1812.96,9064.8,NFC
164,2025-09-03,5,9,2,241.96,483.92,NFC
165,2025-10-06,1,4,2,234.29,468.58,NFC
166,2025-04-08,4,2,5,971.31,4856.55,NFC
167,2025-02-16,2,10,5,681.15,3405.75,NFC
168,2025-03-17,2,8,5,296.33,1481.65,Cash
169,2025-08-01,5,9,3,241.86,725.58,NFC
170,2025-03-04,3,3,4,1036.55,4146.2,NFC
171,2025-03-12,2,1,3,1579.96,4739.88,Cash
172,2025-12-01,4,5,1,1255.53,1255.53,NFC
173,2025-06-19,2,4,5,248.25,1241.25,NFC
174,2025-02-04,2,5,4,1265.19,5060.76,NFC
175,2025-10-12,2,8,4,333.09,1332.36,Cash
176,2025-09-20,4,6,5,2067.43,10337.15,Card
177,2025-12-18,3,5,3,1038.81,3116.43,NFC
178,2025-03-20,5,9,2,214.45,428.9,NFC
179,2025-01-02,2,4,2,247.15,494.3,NFC
180,2025-02-15,1,4,4,262.41,1049.64,Card
181,2025-05-11,5,3,3,883.95,2651.85,Cash
182,2025-09-02,5,8,3,289.74,869.22,NFC
183,2025-03-29,1,8,3,330.2,990.6,NFC
184,2025-06-05,5,9,5,227.78,1138.9,NFC
185,2025-12-20,4,1,2,1386.87,2773.74,NFC
186,2025-11-14,3,4,3,256.68,770.04,Card
187,2025-07-23,4,7,3,1649.31,4947.93,Card
188,2025-06-14,3,7,5,1739.64,8698.2,Card
189,2025-01-30,5,8,1,347.73,347.73,NFC
190,2025-08-05,1,8,4,300.36,1201.44,Card
191,2025-01-19,3,7,2,1907.36,3814.72,Card
192,2025-05-06,5,8,5,354.18,1770.9,Cash
193,2025-11-04,5,1,1,1683.21,1683.21,NFC
194,2025-01-11,2,4,4,252.1,1008.4,NFC
195,2025-07-28,1,6,3,1805.7,5417.1,Cash
196,2025-04-21,1,10,4,822.34,3289.36,NFC
197,2025-11-14,2,3,4,998.15,3992.6,NFC
198,2025-04-16,4,10,1,750.08,750.08,Card
199,2025-11-22,1,2,3,1009.42,3028.26,Cash
200,2025-08-03,5,5,5,1355.79,6778.95,Card
201,2025-12-13,4,6,1,2091.43,2091.43,Card
202,2025-02-23,1,1,1,1732.72,1732.72,Card
203,2025-02-15,3,6,1,2255.22,2255.22,Card
204,2025-01-17,3,10,4,682.71,2730.84,Cash
205,2025-12-23,3,7,5,1880.65,9403.25,Card
206,2025-10-16,4,2,2,1055.57,2111.14,NFC
207,2025-11-09,3,3,1,934.08,934.08,Card
208,2025-01-03,2,8,5,305.58,1527.9,NFC
209,2025-04-17,5,4,1,217.69,217.69,Cash
210,2025-02-25,4,8,1,335.67,335.67,NFC
211,2025-11-20,4,8,1,310.36,310.36,NFC
212,2025-03-25,4,2,4,1037.38,4149.52,Cash
213,2025-02-10,4,9,3,241.35,724.05,Card
214,2025-03-01,3,10,5,678.17,3390.85,Card
215,2025-05-29,4,5,2,1270.33,2540.66,NFC
216,2025-06-30,1,2,3,870.38,2611.14,NFC
217,2025-09-29,4,1,4,1537.34,6149.36,Cash
218,2025-02-24,2,1,4,1760.12,7040.48,NFC
219,2025-11-09,1,7,3,1915.73,5747.19,Cash
220,2025-01-27,5,8,5,361.92,1809.6,NFC
221,2025-08-22,5,3,3,1019.32,3057.96,Cash
222,2025-04-05,3,6,1,2048.63,2048.63,Cash
223,2025-11-03,5,4,4,268.97,1075.88,Cash
224,2025-10-29,4,5,5,1187.92,5939.6,Card
225,2025-06-28,5,1,1,1447.12,1447.12,Cash
226,2025-04-13,4,7,3,1637.02,4911.06,Card
227,2025-09-22,1,9,3,244.96,734.88,Cash
228,2025-05-17,4,4,2,243.88,487.76,NFC
229,2025-07-14,2,7,1,2144.07,2144.07,Card
230,2025-03-15,2,5,3,1132.12,3396.36,Card
231,2025-03-22,5,7,2,2074.95,4149.9,Card
232,2025-02-05,5,1,1,1709.03,1709.03,NFC
233,2025-04-11,1,2,5,1078.94,5394.7,Cash
234,2025-09-18,1,1,3,1738.24,5214.72,Cash
235,2025-06-18,2,1,3,1709.11,5127.33,Cash
236,2025-05-28,1,7,3,1722.16,5166.48,Card
237,2025-04-28,3,5,3,1099.55,3298.65,Cash
238,2025-11-14,1,7,4,1761.93,7047.72,Card
239,2025-11-29,4,7,3,2132.78,6398.34,Card
240,2025-08-23,5,8,4,331.51,1326.04,NFC
241,2025-07-27,5,2,4,1097.0,4388.0,Card
242,2025-02-28,5,6,4,2072.68,8290.72,Card
243,2025-12-07,1,9,5,242.57,1212.85,NFC
244,2025-09-22,4,5,5,1103.45,5517.25,Cash
245,2025-12-30,3,7,4,2019.63,8078.52,Cash
246,2025-11-08,2,4,5,219.34,1096.7,Card
247,2025-09-07,4,9,1,241.66,241.66,Cash
248,2025-04-30,2,1,3,1439.65,4318.95,Cash
249,2025-06-22,4,9,3,243.2,729.6,Cash
250,2025-03-19,1,10,3,785.13,2355.39,NFC
251,2025-04-03,1,3,3,915.56,2746.68,NFC
252,2025-01-30,4,4,1,249.82,249.82,Cash
253,2025-12-23,2,2,3,1007.97,3023.91,Cash
254,2025-04-01,3,2,4,952.97,3811.88,Card
255,2025-10-15,4,2,5,1133.16,5665.8,Card
256,2025-06-07,3,6,4,2264.08,9056.32,NFC
257,2025-05-17,2,1,5,1706.34,8531.7,NFC
258,2025-03-30,4,4,3,224.47,673.41,NFC
259,2025-10-12,1,9,1,197.87,197.87,NFC
260,2025-01-25,1,7,3,2083.34,6250.02,Card
261,2025-08-09,5,7,4,1837.6,7350.4,Card
262,2025-03-14,4,8,2,332.06,664.12,Card
263,2025-08-12,1,8,5,342.85,1714.25,Cash
264,2025-02-22,3,4,2,272.07,544.14,Card
265,2025-12-03,4,3,1,919.65,919.65,NFC
266,2025-01-20,4,5,5,1255.54,6277.7,Cash
267,2025-06-12,4,2,2,878.41,1756.82,Card
268,2025-10-26,5,8,2,292.04,584.08,NFC
269,2025-04-10,3,9,5,197.31,986.55,Card
270,2025-05-10,1,6,2,1946.84,3893.68,Card
271,2025-06-10,3,7,5,1781.05,8905.25,Card
272,2025-10-17,4,7,5,2159.32,10796.6,Cash
273,2025-10-30,5,5,2,1275.86,2551.72,Cash
274,2025-10-27,5,1,1,1441.25,1441.25,Card
275,2025-02-11,4,6,2,1813.74,3627.48,NFC
276,2025-11-06,4,3,3,932.55,2797.65,Cash
277,2025-02-18,3,8,5,350.8,1754.0,Cash
278,2025-05-20,4,6,4,1936.6,7746.4,Cash
279,2025-06-23,5,8,4,323.16,1292.64,NFC
280,2025-08-15,3,6,3,2184.05,6552.15,Cash
281,2025-12-01,2,8,2,318.56,637.12,NFC
282,2025-12-29,1,10,3,803.85,2411.55,Cash
283,2025-08-13,3,8,5,351.57,1757.85,NFC
284,2025-05-22,5,10,4,671.55,2686.2,Cash
285,2025-07-02,5,2,3,867.26,2601.78,Card
286,2025-01-27,2,1,5,1807.83,9039.15,NFC
287,2025-07-29,2,9,4,216.47,865.88,Cash
288,2025-01-09,3,9,2,193.41,386.82,Card
289,2025-07-23,1,7,4,1796.91,7187.64,Cash
290,2025-07-25,4,6,1,2209.24,2209.24,Card
291,2025-11-04,4,2,2,952.14,1904.28,Cash
292,2025-09-20,4,6,1,2191.88,2191.88,NFC
293,2025-02-10,4,2,5,877.33,4386.65,NFC
294,2025-01-07,5,3,4,894.78,3579.12,Cash
295,2025-12-22,1,4,2,231.0,462.0,Card
296,2025-11-17,1,9,5,242.0,1210.0,Card
297,2025-04-02,4,2,5,901.94,4509.7,Card
298,2025-08-27,3,5,3,1345.71,4037.13,Cash
299,2025-04-08,3,3,2,1036.84,2073.68,NFC
300,2025-06-19,5,9,2,255.82,511.64,Cash
301,2025-08-03,4,1,3,1598.92,4796.76,Card
302,2025-04-06,1,10,2,746.39,1492.78,Cash
303,2025-04-20,1,6,2,2192.03,4384.06,Cash
304,2025-02-25,3,1,2,1753.11,3506.22,Card
305,2025-09-23,3,1,3,1817.08,5451.24,NFC
306,2025-06-16,4,6,5,1833.32,9166.6,Card
307,2025-10-18,3,7,5,1944.42,9722.1,Cash
308,2025-06-18,5,2,4,961.74,3846.96,Card
309,2025-10-23,3,8,3,337.84,1013.52,Card
310,2025-08-27,2,9,3,232.37,697.11,NFC
311,2025-04-29,5,10,1,817.59,817.59,Cash
312,2025-07-18,1,7,2,1703.05,3406.1,NFC
313,2025-12-29,3,6,4,2230.23,8920.92,Cash
314,2025-06-11,4,9,3,192.53,577.59,Cash
315,2025-09-26,1,8,1,364.25,364.25,Cash
316,2025-06-16,3,2,3,1084.85,3254.55,NFC
317,2025-02-25,5,1,5,1389.95,6949.75,Card
318,2025-04-15,4,5,3,1269.11,3807.33,NFC
319,2025-07-18,3,4,3,217.08,651.24,Cash
320,2025-11-18,1,6,2,2023.24,4046.48,Cash
321,2025-12-10,2,1,3,1495.92,4487.76,Card
322,2025-04-25,2,1,5,1797.78,8988.9,Card
323,2025-03-18,4,5,5,1038.95,5194.75,Cash
324,2025-07-15,2,4,3,214.71,644.13,Cash
325,2025-03-11,5,6,1,2308.45,2308.45,NFC
326,2025-05-30,5,5,5,1052.35,5261.75,Cash
327,2025-02-17,1,7,2,1726.91,3453.82,Card
328,2025-02-10,5,6,4,1972.07,7888.28,Cash
329,2025-11-30,4,6,5,2332.78,11663.9,Cash
330,2025-08-21,4,6,4,1784.4,7137.6,Card
331,2025-04-11,1,3,4,987.0,3948.0,Cash
332,2025-06-23,1,3,5,821.48,4107.4,Cash
333,2025-05-23,1,5,1,1101.08,1101.08,NFC
334,2025-05-06,4,1,4,1670.19,6680.76,Cash
335,2025-10-24,5,7,4,1952.9,7811.6,Cash
336,2025-04-30,2,9,4,236.02,944.08,Card
337,2025-08-07,3,10,2,748.51,1497.02,Card
338,2025-08-12,1,2,3,947.83,2843.49,Card
339,2025-08-18,5,2,3,1127.43,3382.29,Cash
340,2025-05-22,5,1,3,1522.97,4568.91,NFC
341,2025-12-26,3,1,2,1518.02,3036.04,NFC
342,2025-02-20,1,4,2,260.29,520.58,Card
343,2025-01-11,4,4,1,256.7,256.7,Card
344,2025-03-15,4,4,3,241.0,723.0,Cash
345,2025-12-08,4,2,4,979.2,3916.8,Card
346,2025-03-13,5,2,4,930.69,3722.76,Cash
347,2025-03-15,1,10,4,708.31,2833.24,NFC
348,2025-04-14,2,7,2,1885.1,3770.2,Card
349,2025-01-05,5,7,5,1857.42,9287.1,Cash
350,2025-01-10,3,2,3,1083.75,3251.25,NFC
351,2025-09-19,4,5,1,1036.56,1036.56,Card
352,2025-07-01,1,4,2,236.48,472.96,NFC
353,2025-10-25,4,7,2,2122.2,4244.4,Card
354,2025-09-23,2,7,3,1732.09,5196.27,NFC
355,2025-05-25,1,2,4,927.07,3708.28,NFC
356,2025-10-30,4,10,2,796.87,1593.74,Cash
357,2025-12-08,3,9,2,236.14,472.28,NFC
358,2025-02-26,5,3,5,811.84,4059.2,Card
359,2025-04-29,3,8,3,334.34,1003.02,Cash
360,2025-04-02,2,8,1,351.52,351.52,Card
361,2025-07-27,3,3,4,799.14,3196.56,Cash
362,2025-11-16,3,6,2,2145.19,4290.38,Card
363,2025-11-11,1,10,3,716.9,2150.7,NFC
364,2025-06-15,5,2,1,1090.4,1090.4,Cash
365,2025-01-12,2,5,4,1256.38,5025.52,Cash
366,2025-02-26,2,6,3,2016.59,6049.77,Cash
367,2025-04-07,3,4,3,267.0,801.0,Card
368,2025-07-01,4,4,4,235.8,943.2,NFC
369,2025-04-03,4,4,3,222.22,666.66,Cash
370,2025-05-22,3,3,4,841.22,3364.88,Cash
371,2025-12-04,3,1,1,1782.45,1782.45,Card
372,2025-10-06,1,7,5,1720.66,8603.3,NFC
373,2025-02-10,3,2,2,1027.13,2054.26,Cash
374,2025-06-11,1,6,4,1847.25,7389.0,Card
375,2025-10-05,4,3,5,1009.73,5048.65,Card
376,2025-04-07,3,8,1,358.15,358.15,Cash
377,2025-04-26,4,9,2,247.39,494.78,Cash
378,2025-08-28,3,10,4,794.94,3179.76,NFC
379,2025-10-07,3,5,2,1241.07,2482.14,Card
380,2025-07-01,4,7,3,1679.09,5037.27,Card
381,2025-09-02,1,10,2,771.68,1543.36,Card
382,2025-08-07,4,9,2,225.02,450.04,Card
383,2025-10-17,5,4,1,280.46,280.46,Card
384,2025-09-29,4,3,4,887.45,3549.8,NFC
385,2025-01-01,1,8,1,340.99,340.99,Cash
386,2025-10-30,2,3,4,977.88,3911.52,Card
387,2025-12-17,3,4,3,240.1,720.3,NFC
388,2025-11-01,2,3,4,1022.09,4088.36,NFC
389,2025-07-18,2,4,4,238.72,954.88,NFC
390,2025-04-15,2,2,3,1125.87,3377.61,Cash
391,2025-08-04,4,5,2,1102.56,2205.12,NFC
392,2025-09-18,4,10,1,769.42,769.42,NFC
393,2025-04-08,2,7,4,2090.55,8362.2,Cash
394,2025-02-26,2,5,4,1234.9,4939.6,Cash
395,2025-06-30,2,9,3,248.18,744.54,Cash
396,2025-02-11,4,8,1,301.59,301.59,Cash
397,2025-08-28,1,1,1,1792.87,1792.87,NFC
398,2025-01-05,1,2,3,1029.22,3087.66,NFC
399,2025-10-07,5,9,1,245.0,245.0,NFC
400,2025-07-30,1,8,2,298.58,597.16,Cash
401,2025-02-22,4,9,3,193.3,579.9,Card
402,2025-06-03,5,8,5,326.45,1632.25,Card
403,2025-01-03,1,5,5,1203.96,6019.8,Cash
404,2025-10-13,3,4,5,267.39,1336.95,Card
405,2025-12-03,5,4,4,232.64,930.56,NFC
406,2025-04-12,2,1,5,1401.24,7006.2,NFC
407,2025-05-27,3,3,5,839.22,4196.1,Card
408,2025-03-31,2,8,4,305.8,1223.2,Cash
409,2025-05-31,4,3,3,926.79,2780.37,NFC
410,2025-09-17,1,6,4,1921.61,7686.44,Cash
411,2025-10-25,5,2,2,976.53,1953.06,Cash
412,2025-09-15,1,8,2,314.01,628.02,NFC
413,2025-11-23,2,4,5,224.95,1124.75,Cash
414,2025-12-15,3,7,5,1914.57,9572.85,NFC
415,2025-08-28,3,4,4,238.64,954.56,Card
416,2025-06-01,1,3,3,1003.19,3009.57,Cash
417,2025-06-28,3,9,5,211.51,1057.55,Cash
418,2025-09-20,5,2,4,964.24,3856.96,NFC
419,2025-08-16,1,1,4,1660.82,6643.28,Card
420,2025-10-07,3,5,5,1309.45,6547.25,Cash
421,2025-10-29,2,6,5,2232.7,11163.5,NFC
422,2025-06-05,3,10,2,801.22,1602.44,Cash
423,2025-05-20,2,7,3,1918.18,5754.54,NFC
424,2025-04-04,3,10,4,656.22,2624.88,NFC
425,2025-06-27,1,1,3,1682.66,5047.98,Cash
426,2025-07-30,1,9,5,226.1,1130.5,Card
427,2025-07-11,5,8,5,292.05,1460.25,NFC
428,2025-03-06,2,1,5,1408.78,7043.9,Card
429,2025-11-18,2,2,4,962.92,3851.68,NFC
430,2025-08-02,2,1,2,1584.53,3169.06,NFC
431,2025-02-08,1,8,4,355.09,1420.36,Cash
432,2025-11-21,1,9,2,199.57,399.14,Cash
433,2025-09-06,5,5,4,1281.21,5124.84,NFC
434,2025-12-10,5,4,4,260.5,1042.0,Cash
435,2025-09-07,4,1,4,1638.99,6555.96,NFC
436,2025-11-26,2,9,4,202.31,809.24,Cash
437,2025-08-26,2,3,4,1019.53,4078.12,Card
438,2025-01-09,1,10,5,735.3,3676.5,Card
439,2025-05-14,4,3,2,832.36,1664.72,NFC
440,2025-01-17,1,6,3,1972.02,5916.06,Cash
441,2025-01-11,1,7,2,1743.3,3486.6,Card
442,2025-08-25,3,2,2,914.48,1828.96,Cash
443,2025-02-12,3,3,4,989.32,3957.28,NFC
444,2025-11-24,2,2,2,991.36,1982.72,Card
445,2025-11-24,5,2,5,874.14,4370.7,NFC
446,2025-01-27,3,9,1,233.9,233.9,Cash
447,2025-05-17,2,1,1,1630.3,1630.3,NFC
448,2025-03-09,2,10,1,763.43,763.43,Card
449,2025-11-18,4,6,4,2240.24,8960.96,Card
450,2025-11-12,4,8,4,314.18,1256.72,Cash
451,2025-08-10,3,9,3,229.89,689.67,Cash
452,2025-09-18,1,6,3,2103.73,6311.19,Cash
453,2025-01-25,4,9,4,222.24,888.96,Cash
454,2025-06-21,3,4,5,268.16,1340.8,Card
455,2025-02-02,5,1,1,1386.41,1386.41,NFC
456,2025-07-08,3,2,4,1030.49,4121.96,Card
457,2025-04-13,3,6,5,2314.04,11570.2,Card
458,2025-08-26,5,8,3,344.22,1032.66,Card
459,2025-06-27,1,2,3,913.17,2739.51,NFC
460,2025-09-01,5,9,5,252.24,1261.2,NFC
461,2025-12-25,1,8,3,306.62,919.86,Card
462,2025-09-14,5,2,4,1040.28,4161.12,Cash
463,2025-12-20,4,4,5,261.36,1306.8,NFC
464,2025-09-11,1,6,5,2182.42,10912.1,NFC
465,2025-09-07,3,7,5,1790.43,8952.15,Card
466,2025-06-10,5,7,3,2145.53,6436.59,Card
467,2025-08-26,5,3,3,1037.5,3112.5,NFC
468,2025-05-25,1,3,2,969.97,1939.94,NFC
469,2025-03-18,2,3,3,956.08,2868.24,NFC
470,2025-07-13,4,7,4,2138.59,8554.36,NFC
471,2025-07-22,3,10,4,674.31,2697.24,Card
472,2025-11-13,3,6,2,2107.59,4215.18,NFC
473,2025-09-06,1,5,4,1171.95,4687.8,Card
474,2025-04-21,2,4,3,269.01,807.03,NFC
475,2025-03-16,1,3,3,1037.4,3112.2,Card
476,2025-01-30,4,1,4,1630.69,6522.76,Card
477,2025-05-31,3,6,1,2035.62,2035.62,Cash
478,2025-09-13,2,2,3,997.37,2992.11,Cash
479,2025-11-04,3,1,2,1429.93,2859.86,NFC
480,2025-07-15,2,2,5,1125.26,5626.3,Card
481,2025-02-09,4,8,2,333.69,667.38,NFC
482,2025-04-06,1,4,3,233.85,701.55,Cash
483,2025-03-09,5,9,1,250.88,250.88,NFC
484,2025-06-03,1,8,1,289.39,289.39,Card
485,2025-01-07,3,5,2,1070.27,2140.54,Card
486,2025-01-01,4,5,3,1065.38,3196.14,Cash
487,2025-09-28,4,7,2,1766.53,3533.06,Card
488,2025-04-25,2,5,3,1242.15,3726.45,Cash
489,2025-03-02,1,3,3,954.44,2863.32,Card
490,2025-10-06,4,3,3,914.5,2743.5,NFC
491,2025-02-05,3,7,3,1855.33,5565.99,NFC
492,2025-02-04,4,8,4,317.84,1271.36,Cash
493,2025-07-31,2,5,3,1056.56,3169.68,Cash
494,2025-08-24,1,5,2,1363.91,2727.82,Card
495,2025-02-12,4,4,4,262.28,1049.12,Card
496,2025-05-31,1,9,2,250.27,500.54,Cash
497,2025-09-27,3,7,4,1911.28,7645.12,NFC
498,2025-07-04,2,9,2,225.24,450.48,Card
